Name,College,Degree_Branch,Ratings,Heading,Review,Rating
Aditya Pratap,"Bharati Vidyapeeth University, Institute of Management and Entrepreneurship Development - [IMED]","BBA, General",6.5,My College Review in my own words,"Companies such as Aditya Birla Grou, Bajaj Finserv, DC consultancies, and Unschool are companies that provided internship opportunities to our college students. The stipend was performance-based. The projects given to the students were class presentations, represent business models and social work such as road safety campaigns, blood donations, and visits to orphanages and NGOs were conducted to awareness about social wellness.",
RUDRA PATRA,SIES College of Arts Science and Commerce - [SIES ASCS],"B.Sc, Zoology",8.7,LIFE IN SIES,"The overall campus experience is too good in SIES although the campus is not that big in size it fulfills every joy of a student. The grant fest of the college is VISIONS that is held in the month of December - January followed by the UTKARSH it is based on various departments' fests. Those fests days are the best days in college life. The library of SIES is one of the most prominent libraries in the area of Mumbai. There are books of each and every field also newsletters of various departments and journals too. The environment of the library is too good for a student. Sports and extracurricular activities are also there in the college indoor sports like carrom and table tennis are payable in the college and many more but outdoor sports are done outside the campus.  There are soo many clubs and groups that will enhance your skills in various fields also some of them can add you extra credits . for example there are NCC,  ROTARACT, And NSS.",
Student (Anonymous),Deenbandhu Chhotu Ram University of Science and Technology - [DCRUST],"B.Tech, Computer Science and Engineering",8.0,Life at dcrust murthal,The cultural fest of dcrust is rythm in which various societies perform different types of activities such as dancing singing drama nukkad naatak bhaangra and many other performances it is very enjoyable. There are so many societies and clubs for the student's such as ska and jzaa for dramatics and creative people there is a society called goonj for singers and lisoc for students who like literature rebels for dancers and many more for all kinds of talents and students library of the college is so huge with many books and it is fully air-conditioned and the infrastructure of the college is very good as compare to other government universities of Haryana.,
Aditya Vikram Mohta,Indian Institute of Social Welfare and Business Management - [IISWBM],"MBA, Financial Management",8.7,"The ""Old Monk"" Of B Schools!",The infrastructure is a little outdated as it is the oldest B School. The annual fest is conducted by respective specialization departments and additional to this there is an entrepreneur committee which to conducts its fest. The Library is a whole junk house for the books but the system of issuing and submission of books is old dated.,
Batchu Yasaswini,RVR and JC College of Engineering,"B.Tech, Information Technology",8.6,The College Review,"In the time of 8 months,2 semesters were held and labs were done. The exam paper was difficult and the correction too, but if you prepare well that would be easy. The main theme is how your preparation is. Group studies make writing your exams easier.",
Manjinder Kumar,Lovely Professional University - [LPU],"B.Tech, Electrical Engineering",7.6,an honest,"well, to be honest, everything taught in the couse was very relevant as well as interesting, as the labs were so accurately always in working condition. moreover, students were always motivated to make projects and take participate in events. Talking about the faculty, it is undeniable fact that a good teacher is that who can fit something properly into students' mind with relevant examples, and i think this skill was so well in almost every tutor who taught the class.",
Aman,Chandigarh University - [CU],"B.Sc, Airline and Airport Management",10.0,"All in one  - [CU], Chandigarh","Life at the campus is great. University people organize different fests and events. They call celebrities chief guests at the event. Dalai Lama, Sanjay Dutt, darshan ravali, boman irani, and many more celebs have visited our campus. Sports facilities are good one can participate in any sport and they also help the student to reach a national level. Two girls from our college played at Paralympic 2021 held at Tokyo they reached the semi-final. They are a different social group like udaan club for aviation students.",
SHUBHAM SOOD,TAPMI Manipal,,7.2,"Review - [TAPMI], Manipal","To be honest, due to the covid 19 pandemic our batch is yet to go to the campus, institute has already given us an option to whether to come to the campus or to continue studying in this online world. But as I have heard from the others and seen it in the video Tapmi has a very beautiful campus.",
Muskan Bhalla,Banasthali Vidyapith,"B.Tech, Mechatronics",9.0,Banasthali Vidyapith TOP RANKING WOMEN'S COLLEGE,"We have different fest for each branch while anybody can take part in it.
There is the central library in the college with wifi and computers also. 
There is so much in curricular activities at our college that provides fivefold education for free that builds up a person physically, practically, aesthetically, intellectually and morally.
It includes NCC, NSS, banasthali Sewa dal, Classical dance, Folk dance, Music vocal and instrumental, Theater, Creative arts,
Fm radio, Informal education, Extension programme for women empowerment.
Sports and games ( hockey, valley ball, tennis, cricket, kho-kho, kabaddi, handball, throwball, basketball, netball, softball, weight tracing, martial art, badminton, table tennis, rifle shooting, archery, football, gymnastics, Judo, karate- do, rope mallakhamb), Athletics (track and field), Horse riding, Swimming, Flying (aviation), Yoga, Aerobics, Aeromodelling, Banasthali Sewa dal is a social group.
There are different clubs like samarthya fo AI, ENGLISH club etc.",
AVANTIKA RAJENDRA NIMJE,TAPMI Manipal,,9.1,TAPMI Honest Review,"1. There is two major annual fest at TAPMI - The Atharva and Brandscan. Atharva tests the business acumen of their candidates and there are cultural events held during the event. Brandscan is a flagship program at TAPMI. Country's largest Market research fair. Students learn a lot during these events.
2. TAPMI houses a large library consisting of 36500 books: 280 national & international periodicals, 5500 bound back volumes, 4000 student project reports, faculty/institute publications, and company annual reports.
3. Classroom has a seating capacity of 60-70 students. Classrooms are well lit and also have Air conditioning. The faculty uses the whiteboard and projector to teach students, and it's clearly visible to all students in the classroom.
4. There are several Sports competitions such as basketball, volleyball, throwball, and table tennis held on campus. Students participate in several competitions.
5. Clubs and committees include LIME, SEC, Samnidhi, Omega, Toastmasters.",
SAMARTH P DAS,TAPMI Manipal,,7.4,TA Pai Management Institute - A brief review.,"The course curriculum is well structured to avail the intricate knowledge management studies. 
Faculty student ratio lies at approximately 10:1.
Faculties are well qualified and versed with the curriculum and domain knowledge. Key functionalities are well imparted. 
End term exams are conducted quarterly, split between one-two months. Quizzes and assignments range on fortnightly basis.",
