Name,College,Degree_Branch,Ratings,Heading,Review
Student (Anonymous),Institute of Innovation in Technology and Management - [IITM],"BBA, General",7.2,One can go for it,"There are a lot of activities going on around, organized by the college as well as the university. The library is good. Infrastructure is not huge but not really bad though. No space for sports activities but there are university-level competitions happening where one can participate.
There are various clubs including finance, management, entrepreneurship, dance, etc"
Devendra,Atma Ram Sanatan Dharma College - [ARSD],"B.Com {Hons.}, General",7.2,Overall it is a great college,"I chose this course because I had an interest in subjects like finance, taxation, accounting, and auditing. The total faculty for a semester is approximately 10 teachers which is a 1:7 ratio of faculty and students. Teachers are well qualified and their teaching methods are very creative, interesting, and detailed-oriented. Exams are conducted every six months and the difficulty of the exams rises with the up-gradation of the sem."
meet goel,IMS Ghaziabad (University Courses Campus),"BCA, General",9.8,BEST BCA COLLEGE IN UTTAR PRADESH!,"life at IMS is very engaging and exciting with events and festivals happening all year round like farewell parties, freshers parties, club activities, tours and excursions, guest lectures, global immersions, students' fest, etc. the library is well maintained with all the resources and help books provided both online and offline. the classrooms are centrally air-conditioned with overhead LED projectors. for recreational purposes, there is the allocation of separate grounds, gyms, and leisure rooms. also, there are over 20 campus clubs to choose from for which the students can enroll according to their interests."
Ayush,Shri Ramdeobaba College of Engineering and Management - [RCOEM],"BE {Lateral}, Mechanical Engineering",9.4,2nd Top College in Nagpur After VNIT,"The student ratio is 60 in each class and they divided 60 into 2 batches as well.
It was my dream to be a mechanical engineer that's why I choose the above course.
You will be meeting with the best faculty in this college overall with great experience with all lecturers.
exam pattern you have to go through 6 TA each is for 5 marks Total 30 Marks in & 2 Unit test each for 15 marks Total 30 after that you have to pass end sem means 1st Sem examination with 40 marks so total 100 marks for each course in 1st SEM."
Ashish Yadav,IMS Ghaziabad (University Courses Campus),"BBA, Retail Marketing",9.8,A Great Place for holistic development!!,"The fees for the first year are 120000 and for the second and third year is 128000. Even I don't know the reason behind the fee hike but yeah your money is worth spending here. You won't regrate spending money here. Industrial Visits, Workshops are free of cost here maybe that's why they are charging high in 2nd and 3rd year."
Student (Anonymous),Institute of Innovation in Technology and Management - [IITM],"BBA, General",7.2,One can go for it,"There are a lot of activities going on around, organized by the college as well as the university. The library is good. Infrastructure is not huge but not really bad though. No space for sports activities but there are university-level competitions happening where one can participate.
There are various clubs including finance, management, entrepreneurship, dance, etc"
Devendra,Atma Ram Sanatan Dharma College - [ARSD],"B.Com {Hons.}, General",7.2,Overall it is a great college,"I chose this course because I had an interest in subjects like finance, taxation, accounting, and auditing. The total faculty for a semester is approximately 10 teachers which is a 1:7 ratio of faculty and students. Teachers are well qualified and their teaching methods are very creative, interesting, and detailed-oriented. Exams are conducted every six months and the difficulty of the exams rises with the up-gradation of the sem."
meet goel,IMS Ghaziabad (University Courses Campus),"BCA, General",9.8,BEST BCA COLLEGE IN UTTAR PRADESH!,"life at IMS is very engaging and exciting with events and festivals happening all year round like farewell parties, freshers parties, club activities, tours and excursions, guest lectures, global immersions, students' fest, etc. the library is well maintained with all the resources and help books provided both online and offline. the classrooms are centrally air-conditioned with overhead LED projectors. for recreational purposes, there is the allocation of separate grounds, gyms, and leisure rooms. also, there are over 20 campus clubs to choose from for which the students can enroll according to their interests."
Ayush,Shri Ramdeobaba College of Engineering and Management - [RCOEM],"BE {Lateral}, Mechanical Engineering",9.4,2nd Top College in Nagpur After VNIT,"The student ratio is 60 in each class and they divided 60 into 2 batches as well.
It was my dream to be a mechanical engineer that's why I choose the above course.
You will be meeting with the best faculty in this college overall with great experience with all lecturers.
exam pattern you have to go through 6 TA each is for 5 marks Total 30 Marks in & 2 Unit test each for 15 marks Total 30 after that you have to pass end sem means 1st Sem examination with 40 marks so total 100 marks for each course in 1st SEM."
Student (Anonymous),Oriental College of Pharmacy - [OCP],"B.Pharma,",6.6,"East or west, OCPians are the best.","I have chosen this course because it has so many future job opportunities. We can either open a medical store or work in industries. Teachers are good and highly qualified means most of the teachers have completed m pharm and some completed my Ph.D. They have 8 to 10 years of experience in teaching. Their teaching method is also nice and relevant. Exams were on time.
Each year 2 semesters and 2 sessional exams. The teacher provides proper notes. So no difficulty in passing exams."
Athul S Karun,National Insurance Academy - [NIA],,8.3,PGDM at NIA - stepping stone to the Insurance Industry,"NIA is a stepping stone for vast opportunities in the Insurance and allied sectors. At NIA there is an internship program after the completion of year 1, all students get internships through the college in leading companies with a maximum stipend of 35k/month. The placement process is wonderful, NIA provides you 100% placements since its inception. The year 2022 saw an avg package of 10.3L with the highest package as 29.5LPA."
